CustomerID,State,CLV,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income
CE12380,Arizona,20090.43865,No,Basic,College,1/11/2011,Unemployed,F,0
IB80924,Washington,32864.4046,No,Basic,High School or Below,2/10/2011,Employed,F,90783
JF83834,Oregon,2491.317024,Yes,Basic,Doctor,1/29/2011,Employed,M,36631
YN10988,California,6314.596813,No,Extended,High School or Below,1/2/2011,Unemployed,M,0
YX15941,Oregon,16229.64891,No,Extended,College,2/12/2011,Employed,M,26030
ZB50601,Nevada,5161.789881,No,Basic,College,2/10/2011,Unemployed,M,0
HP50399,Nevada,3982.266087,No,Basic,Bachelor,1/5/2011,Unemployed,M,
GC17585,Arizona,13473.18567,No,Basic,Bachelor,2/16/2011,Employed,M,25302
FG46258,Washington,6921.973993,No,Extended,College,2/4/2011,Medical Leave,F,16483
DO41287,Oregon,8276.44416,No,Extended,High School or Below,2/18/2011,Unemployed,M,0
GT54462,Arizona,14349.85991,No,Premium,Bachelor,2/5/2011,Employed,M,73222
BT76268,California,5878.199296,No,Basic,College,1/15/2011,Employed,F,22061
QM38267,Arizona,2666.05454,No,Basic,High School or Below,1/21/2011,Employed,F,86321
LP82042,Oregon,5345.680998,No,Basic,Bachelor,2/16/2011,Employed,M,54668
EF52978,Arizona,4777.121596,No,Basic,High School or Below,1/21/2011,Unemployed,F,0
GH54524,California,16973.74021,No,Premium,High School or Below,2/7/2011,Employed,M,69497
DP26592,Oregon,2518.112127,No,Basic,High School or Below,1/8/2011,Employed,M,86617
UP29839,Nevada,19160.98994,Yes,Extended,Master,2/20/2011,Employed,F,22705
SS48498,Washington,6273.173441,No,Extended,College,1/5/2011,Employed,F,20836
OB55054,Oregon,3964.81296,No,Extended,Bachelor,1/30/2011,Employed,M,88410
NP91656,California,4911.773088,No,Basic,Bachelor,1/9/2011,Unemployed,F,0
SH74080,Oregon,7805.31287,Yes,Basic,College,1/27/2011,Retired,F,21073
KN25556,Arizona,7200.664877,Yes,Basic,College,1/26/2011,Unemployed,F,0
RB38792,Oregon,5389.499465,Yes,Extended,College,1/7/2011,Employed,M,66429
QR72180,California,3241.314176,No,Extended,Doctor,1/20/2011,Employed,F,66889
TW64385,California,5528.212807,Yes,Basic,Bachelor,1/19/2011,Employed,M,36088
UO86707,Washington,7173.909404,No,Basic,Bachelor,2/15/2011,Employed,M,75217
GF94951,Arizona,7076.653181,No,Basic,Bachelor,2/20/2011,Unemployed,M,0
NF53775,California,3700.385003,No,Extended,College,2/17/2011,Retired,F,17557
YB58778,California,5328.835851,No,Basic,College,1/30/2011,Employed,F,81064
PH77560,Nevada,4838.877084,No,Basic,High School or Below,2/12/2011,Unemployed,F,0
WA84789,Washington,10700.4952,No,Extended,Bachelor,2/24/2011,Employed,F,75313
BI34376,California,7879.928952,No,Extended,Doctor,1/10/2011,Employed,F,45703
UQ63396,California,7869.432384,No,Basic,Bachelor,2/17/2011,Employed,F,40036
BR23201,California,2586.807171,No,Basic,Bachelor,2/25/2011,Unemployed,M,0
VH45094,Arizona,7286.789075,No,Basic,High School or Below,2/13/2011,Employed,M,65870
KD47243,California,11797.99211,No,Basic,Bachelor,2/21/2011,Employed,F,91469
MY13737,California,9386.753031,No,Basic,High School or Below,2/11/2011,Employed,M,42090
OR48881,Oregon,6308.922374,No,Extended,Doctor,2/5/2011,Employed,F,21368
OU62604,Washington,17484.53438,No,Basic,Bachelor,1/16/2011,Employed,F,78362
LW77178,Oregon,15428.01044,No,Extended,Bachelor,2/9/2011,Employed,F,33879
BQ12347,Arizona,5630.793,No,Basic,High School or Below,1/24/2011,Employed,M,72874
FF61670,California,18131.18874,No,Extended,High School or Below,1/28/2011,Unemployed,M,0
PM61374,California,8087.219475,No,Premium,Bachelor,2/6/2011,Unemployed,F,0
BW25236,Arizona,18453.57629,No,Basic,College,1/13/2011,Employed,M,72215
XO22038,California,5217.513287,Yes,Basic,Bachelor,2/17/2011,Employed,F,39854
QG51953,Oregon,4835.783179,No,Basic,College,1/29/2011,Employed,M,36655
SZ56338,Oregon,5597.12496,Yes,Extended,High School or Below,1/27/2011,Employed,F,37995
PX60116,California,8920.463999,No,Premium,High School or Below,1/21/2011,Employed,F,40867
BW46202,Oregon,5995.411008,No,Extended,Bachelor,1/23/2011,Medical Leave,F,28804
GW14109,California,38496.94701,No,Extended,High School or Below,2/2/2011,Employed,F,48409
GP42026,California,8382.630118,Yes,Basic,High School or Below,2/4/2011,Retired,M,19683
HR42454,Washington,13372.02426,No,Premium,High School or Below,2/25/2011,Employed,F,88706
TL43709,Washington,8972.140307,No,Basic,Bachelor,1/27/2011,Employed,M,89689
OL36978,California,5405.518391,No,Basic,High School or Below,2/24/2011,Employed,F,67241
KT40899,California,9352.478998,No,Extended,High School or Below,1/10/2011,Employed,M,75436
WE60408,Arizona,4339.871053,No,Basic,College,1/2/2011,Employed,F,91761
LG64797,California,17723.76398,No,Extended,College,2/18/2011,Employed,F,25771
MD87746,Oregon,7507.455372,Yes,Basic,College,2/6/2011,Employed,M,60920
FN50615,Washington,8029.393076,No,Premium,High School or Below,1/16/2011,Employed,F,96869
QF59448,Washington,2831.587689,No,Extended,College,2/13/2011,Retired,M,17752
MU79385,Arizona,10080.37031,No,Extended,College,2/12/2011,Employed,M,60944
JH30384,California,6503.397049,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081
JE71423,Washington,3331.445625,No,Extended,College,2/20/2011,Employed,M,73695
SK95364,California,4620.390087,No,Extended,College,2/26/2011,Unemployed,F,0
VG56765,Arizona,2471.528431,Yes,Basic,High School or Below,1/15/2011,Employed,M,95697
NE24371,Oregon,6494.243995,No,Extended,College,1/26/2011,Medical Leave,F,15300
MB69535,Washington,9657.579498,Yes,Extended,High School or Below,1/31/2011,Unemployed,M,0
ZF27999,Nevada,4904.894731,Yes,Extended,College,2/14/2011,Retired,F,12902
MH40017,Arizona,4802.477033,No,Basic,High School or Below,1/6/2011,Employed,M,29809
YJ99764,Nevada,7955.774758,No,Basic,High School or Below,1/27/2011,Unemployed,M,0
AG22225,Oregon,6941.900812,No,Extended,High School or Below,1/8/2011,Unemployed,M,
ZJ26179,Oregon,8382.478392,Yes,Basic,Bachelor,1/27/2011,Employed,M,25998
VO36036,Oregon,3536.431774,No,Extended,Doctor,2/27/2011,Employed,F,28248
ZQ94281,California,3244.816567,No,Extended,College,1/27/2011,Employed,F,68103
CK40732,California,7611.212764,No,Premium,High School or Below,1/13/2011,Unemployed,F,0
UT73461,Oregon,4505.398267,No,Basic,Doctor,2/23/2011,Employed,F,81079
LT57320,Nevada,2445.844833,No,Basic,Master,1/14/2011,Disabled,F,22732
BZ44726,Nevada,16477.76843,No,Basic,High School or Below,2/26/2011,Employed,F,49825
VU32116,Oregon,3546.400212,No,Basic,College,1/9/2011,Unemployed,F,0
EG94326,Nevada,4277.27009,No,Basic,High School or Below,2/9/2011,Employed,M,77265
EJ43595,California,4784.773547,No,Basic,High School or Below,2/23/2011,Unemployed,M,0
QI37869,California,7572.237727,No,Premium,College,2/2/2011,Disabled,M,12876
SX65826,Arizona,11760.87637,No,Extended,Bachelor,2/21/2011,Employed,M,36431
XO42145,Oregon,3933.813993,Yes,Basic,High School or Below,1/23/2011,Employed,M,25927
WJ74851,Nevada,5700.761833,No,Basic,Bachelor,2/19/2011,Employed,F,26811
IG68709,Oregon,3498.634784,No,Extended,High School or Below,1/2/2011,Employed,F,41711
AC75391,Arizona,5768.091295,No,Basic,College,1/1/2011,Employed,F,35091
WO94087,Arizona,6361.954003,No,Extended,Bachelor,1/12/2011,Unemployed,F,0
YJ69332,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081
BM21532,Washington,6832.111972,No,Extended,Bachelor,1/26/2011,Unemployed,F,0
PD32641,Oregon,5785.223477,No,Basic,College,1/24/2011,Employed,M,31320
CK39096,Oregon,5619.689084,Yes,Premium,High School or Below,1/26/2011,Unemployed,M,0
QV19964,Oregon,2599.2896,No,Basic,Doctor,2/1/2011,Employed,M,33947
BF72793,California,6732.970948,No,Basic,High School or Below,1/28/2011,Unemployed,F,0
WB12017,California,18321.86647,No,Basic,College,1/3/2011,Employed,F,21189
PB43222,Washington,9102.902307,No,Premium,Doctor,2/22/2011,Employed,M,73759
AY84441,Oregon,4002.857594,No,Basic,High School or Below,1/31/2011,Unemployed,M,0
JQ65500,Oregon,8620.997439,No,Premium,Bachelor,2/24/2011,Employed,F,44988
OI29521,Oregon,10388.986,No,Extended,College,1/10/2011,Employed,F,33432
MJ51323,Oregon,8427.172486,Yes,Extended,Bachelor,2/10/2011,Employed,F,46503
QI64880,California,7007.274228,No,Basic,Bachelor,2/7/2011,Unemployed,M,0
HV93429,Oregon,5176.579135,No,Basic,Master,2/4/2011,Employed,F,23636
TA89713,Oregon,5389.499465,Yes,Extended,College,1/7/2011,Employed,M,66429
IE15348,Washington,4067.004737,No,Basic,High School or Below,1/9/2011,Employed,F,28466
LE65901,Oregon,4434.941371,No,Basic,Bachelor,2/20/2011,Employed,F,58082
FF68864,Arizona,14010.52742,No,Basic,Bachelor,1/28/2011,Employed,F,36523
YX99200,Nevada,12350.05824,No,Premium,Bachelor,1/9/2011,Employed,M,54710
LZ26801,California,8161.576876,No,Basic,High School or Below,2/7/2011,Employed,F,73466
TA66375,Oregon,11009.13049,Yes,Premium,Bachelor,1/24/2011,Employed,F,51643
SC92090,Arizona,8717.049833,Yes,Basic,College,2/14/2011,Employed,M,83846
TK40018,Oregon,5917.466603,No,Premium,High School or Below,2/13/2011,Unemployed,M,0
ZD63451,California,2503.660407,No,Basic,Bachelor,1/11/2011,Employed,M,53338
ZA83961,Washington,12682.25069,No,Extended,High School or Below,1/20/2011,Employed,M,75203
DT35588,Oregon,4330.38602,Yes,Premium,College,2/16/2011,Employed,M,60475
VF87723,California,10487.74332,No,Extended,College,2/24/2011,Employed,M,30658
QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,1/7/2011,Unemployed,M,0
UW37050,Oregon,19896.42226,No,Extended,Bachelor,1/15/2011,Employed,F,60420
UH62254,Oregon,21423.63723,Yes,Basic,Bachelor,1/3/2011,Unemployed,M,0
BU41599,Washington,5581.761298,No,Basic,Master,2/28/2011,Employed,F,62739
DB71122,California,3515.831889,No,Extended,Doctor,1/31/2011,Medical Leave,F,15144
TM14491,California,12036.62051,Yes,Basic,Bachelor,2/10/2011,Employed,M,44428
OY94707,California,3609.798318,No,Extended,College,2/16/2011,Employed,M,58297
LN55080,Oregon,17732.46488,No,Basic,Bachelor,2/14/2011,Employed,F,42191
TZ47750,Nevada,8509.850887,Yes,Basic,Master,1/31/2011,Disabled,M,26057
SJ74501,Arizona,5866.424273,No,Basic,Bachelor,1/15/2011,Employed,F,26608
LE26899,California,4825.500869,No,Basic,Doctor,2/15/2011,Unemployed,M,0
ML34366,California,5389.499465,Yes,Extended,College,1/7/2011,Employed,M,66429
EI45850,California,7778.005623,No,Basic,Bachelor,1/19/2011,Disabled,F,25970
LD75023,Oregon,26346.08582,No,Extended,High School or Below,1/20/2011,Employed,M,48268
JW12998,California,14866.45116,No,Extended,High School or Below,2/9/2011,Employed,F,24279
LP47259,Arizona,8324.23271,No,Extended,High School or Below,1/1/2011,Unemployed,M,0
XD21246,Oregon,9238.305998,No,Extended,High School or Below,1/5/2011,Unemployed,F,0
DW59142,Nevada,22693.29076,No,Basic,High School or Below,2/28/2011,Employed,F,71879
KX54900,Arizona,6236.018595,No,Extended,Doctor,1/9/2011,Employed,M,57760
XV83643,California,5012.184756,No,Extended,College,1/24/2011,Employed,M,20976
RX19151,Washington,8176.576796,No,Basic,Bachelor,2/28/2011,Employed,M,67137
ZH42145,Washington,2582.862313,No,Basic,High School or Below,2/22/2011,Employed,F,50148
ET79528,California,3118.981095,No,Extended,College,1/10/2011,Employed,M,23008
GH36606,Washington,2938.07856,No,Extended,College,2/24/2011,Unemployed,M,0
BC66536,Arizona,6883.686618,No,Extended,High School or Below,2/26/2011,Employed,F,84869
PN22481,Oregon,2215.912948,No,Basic,College,1/6/2011,Unemployed,M,0
VD27065,Washington,4297.018104,No,Premium,Bachelor,2/10/2011,Employed,M,86860
IF38438,Arizona,21522.94749,No,Extended,High School or Below,2/14/2011,Employed,F,44695
ZC62609,Oregon,2761.691693,No,Extended,High School or Below,2/26/2011,Unemployed,F,0
FD64348,Oregon,22563.61838,No,Basic,High School or Below,1/17/2011,Employed,M,23046
TA58285,Oregon,5285.918307,No,Basic,High School or Below,2/15/2011,Unemployed,M,0
WV66165,Oregon,35062.64795,No,Basic,High School or Below,2/4/2011,Employed,F,84811
YE27183,Oregon,5913.199024,No,Extended,Bachelor,2/28/2011,Unemployed,M,0
TI47802,California,2593.398672,No,Basic,Master,2/1/2011,Unemployed,F,
ZZ44902,Arizona,12692.67092,No,Premium,High School or Below,1/25/2011,Employed,M,40117
JD73594,Oregon,3309.11965,No,Extended,Bachelor,2/22/2011,Employed,M,72140
ZV93969,Washington,4754.449647,No,Extended,College,1/4/2011,Unemployed,F,0
JS55721,California,2413.93064,No,Basic,College,1/20/2011,Disabled,M,12495
ZB62469,California,2161.685527,No,Basic,High School or Below,2/21/2011,Unemployed,M,0
HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2/25/2011,Unemployed,F,0
TJ76363,Arizona,10629.21789,No,Extended,Doctor,1/29/2011,Employed,F,36495
QZ58370,Nevada,11820.1098,No,Extended,Bachelor,2/22/2011,Employed,F,86801
RF44930,California,4964.63152,No,Basic,College,1/29/2011,Employed,M,52679
VJ44100,California,9122.92563,No,Basic,Master,2/15/2011,Employed,M,90804
PM13394,Washington,5309.435869,No,Basic,College,2/5/2011,Medical Leave,F,22404
NL80137,Oregon,3460.66504,No,Extended,College,1/16/2011,Disabled,F,14262
NZ57065,Oregon,2872.980808,No,Basic,Bachelor,1/22/2011,Employed,M,36844
NM42917,Arizona,9927.877699,No,Extended,College,1/12/2011,Employed,F,58703
RR68322,Nevada,3482.687007,No,Extended,High School or Below,1/3/2011,Employed,M,65162
OF78862,Oregon,3991.727249,No,Extended,College,2/11/2011,Employed,F,54964
SC93784,Oregon,5510.107444,No,Basic,Bachelor,1/10/2011,Employed,M,61401
CM59084,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/2011,Retired,F,25147
QA41558,Oregon,5419.45812,No,Basic,Master,1/6/2011,Employed,F,73536
SD62061,Oregon,5810.630529,No,Basic,High School or Below,2/17/2011,Employed,F,24860
VP13613,California,3942.725768,No,Extended,Bachelor,1/3/2011,Employed,M,65404
HF96939,Oregon,3126.271893,No,Extended,High School or Below,2/18/2011,Employed,M,34510
DU18362,California,3530.007745,No,Premium,Bachelor,2/11/2011,Unemployed,M,0
RK24470,Washington,5029.296953,No,Basic,Bachelor,1/19/2011,Employed,M,40113
XQ19793,Arizona,4772.943848,Yes,Extended,High School or Below,2/18/2011,Retired,M,20993
OB77084,Oregon,2202.3352,No,Basic,Bachelor,1/22/2011,Unemployed,F,0
PS69748,Washington,8717.049833,Yes,Basic,College,2/14/2011,Employed,M,83846
JE13986,Arizona,10373.88882,No,Extended,College,1/2/2011,Employed,F,62587
TP41703,Washington,7250.029606,No,Basic,Bachelor,2/1/2011,Unemployed,M,0
LD49835,California,4307.422775,No,Basic,High School or Below,1/17/2011,Employed,M,73345
EK19337,Oregon,3040.253837,No,Extended,High School or Below,1/31/2011,Unemployed,F,0
GD55093,California,19160.98994,Yes,Extended,Master,2/20/2011,Employed,F,22705
NN68193,Washington,5391.078171,No,Extended,College,2/20/2011,Employed,M,21440
TJ30354,Oregon,5285.307579,No,Basic,Bachelor,1/22/2011,Employed,F,22627
TA75663,California,8024.992989,No,Basic,Master,2/12/2011,Employed,F,38702
WG15841,California,2810.464447,Yes,Basic,Bachelor,2/27/2011,Employed,M,26790
LO68739,Arizona,7739.550403,No,Extended,Bachelor,1/3/2011,Employed,F,64859
HM20544,Washington,2175.740021,No,Basic,College,2/5/2011,Unemployed,F,0
EG56026,Nevada,3275.16199,No,Extended,High School or Below,1/23/2011,Employed,F,69263
VF21395,Oregon,2652.695343,No,Basic,Bachelor,1/1/2011,Employed,M,82655
SI11249,California,5048.226244,No,Basic,High School or Below,2/11/2011,Employed,F,29401
IK99137,Washington,5515.41017,No,Extended,Bachelor,2/28/2011,Unemployed,M,0
VO87785,Arizona,4858.429375,No,Basic,College,2/12/2011,Employed,F,26480
FS29897,Oregon,2144.921535,No,Basic,High School or Below,1/6/2011,Unemployed,F,0
JG36165,California,6042.618486,No,Extended,Bachelor,1/1/2011,Unemployed,M,0
SJ42058,Oregon,3387.203337,No,Extended,High School or Below,1/20/2011,Employed,F,73268
CU13711,Oregon,10864.27491,No,Basic,Doctor,2/9/2011,Employed,F,95579
GT65065,Oregon,8842.650024,No,Basic,Master,2/21/2011,Employed,F,42142
UN39066,Washington,4389.279424,No,Basic,Bachelor,2/6/2011,Employed,M,26676
UQ85283,California,30763.25637,No,Basic,Bachelor,1/6/2011,Employed,M,41279
YF80144,Washington,20725.37773,No,Premium,Bachelor,2/2/2011,Disabled,M,15529
GE29173,Nevada,8591.305411,No,Extended,Bachelor,1/15/2011,Unemployed,M,0
DF21541,Arizona,2646.573754,No,Basic,College,1/28/2011,Disabled,F,23170
JL59571,Oregon,4607.244307,No,Basic,Bachelor,1/7/2011,Disabled,F,17343
DF94525,Oregon,4860.62003,No,Basic,College,1/23/2011,Medical Leave,M,25854
YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/2011,Employed,M,46900
MP76478,Washington,8646.504109,Yes,Basic,High School or Below,1/2/2011,Employed,F,64125
HO92982,California,8405.752991,No,Basic,High School or Below,1/30/2011,Employed,M,85355
MZ24175,Arizona,3096.511217,Yes,Extended,College,2/12/2011,Employed,F,21604
YD48962,Arizona,29412.2893,No,Basic,High School or Below,1/17/2011,Unemployed,M,0
QB47024,Washington,5898.733666,No,Extended,Bachelor,2/17/2011,Employed,F,53998
MF18493,California,17497.52201,Yes,Basic,College,2/28/2011,Unemployed,M,0
EP61084,Nevada,3218.608644,No,Extended,High School or Below,1/13/2011,Employed,F,68776
EN38348,Oregon,23207.26972,No,Extended,High School or Below,1/16/2011,Employed,F,45039
HJ15383,Washington,8032.401911,No,Basic,Master,2/9/2011,Employed,M,27658
LS98306,Nevada,13918.5348,No,Premium,High School or Below,1/8/2011,Employed,M,64113
PZ47477,Arizona,8966.309774,No,Extended,High School or Below,1/30/2011,Employed,M,41829
LT32391,California,11981.98481,Yes,Basic,Master,1/20/2011,Retired,F,21514
KK30016,Nevada,5532.629846,No,Basic,Master,1/5/2011,Employed,M,27722
OA89218,Nevada,11660.57298,No,Premium,College,2/19/2011,Employed,F,21506
CY47265,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/2011,Retired,F,10312
ZI47663,Arizona,12741.84754,Yes,Basic,Bachelor,1/7/2011,Employed,F,73054
GO14008,Oregon,5398.098108,No,Basic,Bachelor,1/21/2011,Employed,F,73775
BC43958,California,7285.030983,Yes,Basic,High School or Below,2/28/2011,Employed,M,44788
AI61368,Nevada,17651.96339,No,Extended,High School or Below,1/31/2011,Medical Leave,F,22510
UF37831,Arizona,17029.89338,No,Extended,Master,2/9/2011,Employed,M,54613
PO90615,Arizona,2491.257604,Yes,Basic,High School or Below,2/12/2011,Medical Leave,F,25965
GY74661,Oregon,4039.315002,No,Basic,College,1/13/2011,Employed,F,34911
MX50302,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/2011,Employed,M,78618
TC84427,Oregon,5049.689638,No,Basic,High School or Below,1/1/2011,Employed,F,61080
IQ82914,Oregon,4983.457132,No,Basic,Master,1/10/2011,Employed,F,60415
TY74870,California,2530.639412,No,Basic,Master,2/15/2011,Medical Leave,F,25143
II83628,California,7396.719746,No,Basic,College,1/30/2011,Employed,M,41045
ZR77995,California,3832.898507,No,Extended,College,2/20/2011,Employed,M,97729
QT89604,Arizona,4961.405917,No,Basic,High School or Below,1/22/2011,Employed,F,55702
AB21519,California,3861.486269,Yes,Extended,College,1/6/2011,Employed,F,93272
MP47256,California,22658.53652,Yes,Basic,Bachelor,1/25/2011,Retired,M,23665
MA47641,Oregon,10408.96865,Yes,Basic,High School or Below,2/18/2011,Retired,M,20228
GQ20713,Nevada,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713
WW87934,Arizona,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815
HF75276,Nevada,3052.629532,No,Extended,High School or Below,1/12/2011,Unemployed,F,0
ET64028,California,4012.319346,No,Extended,High School or Below,1/18/2011,Employed,F,47221
QA41472,Oregon,13355.48637,No,Basic,Bachelor,1/14/2011,Employed,M,34495
OZ92426,Oregon,2364.43161,No,Basic,College,1/18/2011,Employed,M,46264
UM69933,Nevada,2489.337928,No,Basic,College,2/15/2011,Employed,M,46051
RQ11502,Nevada,4755.720009,No,Extended,Bachelor,2/11/2011,Retired,F,23975
TX98128,California,13864.38495,No,Basic,College,2/18/2011,Unemployed,F,0
XY52165,Arizona,3020.424822,No,Basic,College,2/13/2011,Employed,F,78561
GB39003,California,6285.305195,No,Extended,High School or Below,2/7/2011,Unemployed,M,0
VH43367,California,2506.021971,No,Basic,High School or Below,2/21/2011,Employed,F,61402
KG81168,Arizona,2826.307641,No,Basic,Bachelor,1/12/2011,Employed,M,65090
WU14549,Nevada,4369.71794,No,Premium,Master,1/11/2011,Employed,M,88495
XB17553,Nevada,12174.58795,No,Basic,Bachelor,1/30/2011,Employed,M,52797
MY88518,Nevada,3528.044252,Yes,Extended,Doctor,2/1/2011,Employed,M,31278
XE18554,California,10436.57466,No,Extended,Bachelor,2/6/2011,Medical Leave,F,24177
NY97446,Oregon,2746.121383,No,Basic,High School or Below,1/6/2011,Employed,F,96339
VT96364,California,9175.171899,No,Premium,Bachelor,1/28/2011,Employed,M,68164
ZY20779,Washington,4979.079933,No,Basic,High School or Below,1/29/2011,Unemployed,M,0
NN65845,Washington,2585.937023,No,Basic,Bachelor,2/19/2011,Disabled,F,21603
VC54081,Oregon,9449.745947,No,Basic,College,2/10/2011,Unemployed,F,0
CE94751,California,4568.819387,No,Basic,College,2/6/2011,Unemployed,M,
VM85856,Oregon,2574.020376,Yes,Basic,Master,1/14/2011,Employed,F,34990
EH37385,Arizona,8789.88406,No,Basic,Master,2/22/2011,Employed,F,22849
FI45719,Arizona,2507.407815,No,Basic,Doctor,2/18/2011,Employed,M,32893
SB79528,Oregon,2522.41457,No,Basic,College,1/22/2011,Unemployed,M,0
WH81461,Nevada,7542.713967,No,Basic,College,1/29/2011,Unemployed,M,
UD47050,Oregon,6005.214792,Yes,Extended,High School or Below,1/12/2011,Employed,M,26876
XZ17273,Nevada,20998.25947,No,Basic,Bachelor,1/25/2011,Employed,M,71663
XR97812,California,2345.084479,No,Basic,College,2/22/2011,Unemployed,M,0
BW88060,California,8783.165364,No,Basic,High School or Below,1/3/2011,Disabled,F,16994
CP32818,Oregon,4529.965388,No,Basic,Bachelor,2/21/2011,Employed,M,64270
CM52565,Nevada,6033.222351,No,Extended,High School or Below,2/16/2011,Unemployed,F,0
YP40334,Oregon,5308.246978,No,Premium,Doctor,1/17/2011,Unemployed,F,
KD63998,California,2674.730716,Yes,Basic,College,2/15/2011,Employed,M,56342
VC77127,California,4929.8075,No,Basic,High School or Below,1/27/2011,Unemployed,F,0
AM30008,California,14131.12134,No,Basic,High School or Below,1/9/2011,Employed,M,28327
PC83755,Oregon,2471.528431,Yes,Basic,High School or Below,1/15/2011,Employed,M,95697
XS22323,Arizona,6005.214792,Yes,Extended,High School or Below,1/12/2011,Employed,M,26876
YM43461,Washington,14082.63918,No,Premium,College,1/19/2011,Unemployed,M,0
BH23017,Nevada,19116.56806,No,Basic,Bachelor,1/31/2011,Unemployed,F,
OD18225,California,6631.665538,No,Extended,College,1/18/2011,Employed,M,32918
VE31507,Oregon,7432.299921,No,Basic,High School or Below,1/27/2011,Unemployed,F,0
NR18672,Nevada,2928.115104,No,Basic,High School or Below,1/24/2011,Employed,M,63127
DM76654,California,46611.87375,No,Extended,College,2/6/2011,Employed,M,22022
YY11432,Oregon,16515.00927,No,Extended,High School or Below,2/1/2011,Employed,F,51725
BD77090,Washington,8609.158215,Yes,Basic,Bachelor,1/14/2011,Employed,F,79090
XA75063,Oregon,10213.56338,No,Extended,College,1/9/2011,Employed,F,39719
PQ13422,Nevada,10049.28585,No,Extended,College,1/22/2011,Employed,M,58194
NA89685,Oregon,5746.148291,No,Basic,College,2/14/2011,Employed,M,61990
AL35726,Oregon,3746.751625,Yes,Extended,College,2/26/2011,Employed,F,41479
WO70078,Oregon,7486.068405,No,Extended,Bachelor,1/3/2011,Employed,F,97899
CA56041,Nevada,9120.065162,No,Basic,College,2/16/2011,Employed,F,63878
HI41970,Oregon,5678.046711,No,Basic,High School or Below,1/14/2011,Employed,F,68671
AU46443,Nevada,7517.083811,No,Basic,Bachelor,2/28/2011,Unemployed,F,0
WC35554,Oregon,4530.530663,No,Basic,College,1/21/2011,Employed,M,34640
JR10216,California,2691.380574,No,Basic,Bachelor,1/31/2011,Retired,F,21959
OH11674,Arizona,8068.623946,No,Basic,Bachelor,1/27/2011,Employed,F,51584
US85318,Oregon,2478.576723,No,Basic,Bachelor,2/8/2011,Employed,F,65744
FS19862,Arizona,9112.041503,No,Basic,Bachelor,1/17/2011,Disabled,F,25198
ZP80713,Arizona,2772.441318,No,Basic,Master,1/9/2011,Employed,F,79663
OK50159,Arizona,4305.793209,No,Basic,Bachelor,1/6/2011,Employed,F,31071
TP54769,California,5103.35758,No,Extended,Bachelor,2/27/2011,Employed,F,39452
FS49381,Oregon,4784.960513,No,Basic,Bachelor,1/26/2011,Employed,F,25813
DQ79499,Oregon,10541.10977,No,Extended,Doctor,2/11/2011,Employed,F,59965
NM62724,Washington,2179.425137,No,Basic,High School or Below,2/9/2011,Unemployed,M,0
VO25602,Nevada,7610.840476,No,Extended,College,2/6/2011,Employed,F,98701
EP93369,Arizona,8510.525936,No,Extended,College,1/8/2011,Unemployed,F,0
DQ45854,Oregon,16172.94049,No,Basic,College,1/30/2011,Employed,F,64388
QG15661,Oregon,2425.494812,No,Basic,College,2/8/2011,Employed,M,66841
YA80645,Oregon,2899.317224,No,Basic,High School or Below,1/2/2011,Employed,F,33738
TW16499,California,3633.05403,No,Extended,Bachelor,2/28/2011,Employed,M,43334
UP97629,California,3457.154249,No,Extended,College,1/6/2011,Unemployed,F,0
NU42684,Nevada,3394.720301,No,Extended,College,1/28/2011,Employed,F,83431
FS42690,Washington,3781.4548,No,Extended,College,2/1/2011,Employed,M,57647
BM69818,Oregon,5841.528134,No,Extended,Bachelor,2/12/2011,Unemployed,M,0
HK15299,California,5479.854218,No,Basic,High School or Below,1/28/2011,Employed,M,38210
NP88496,Nevada,20455.24946,No,Basic,High School or Below,1/5/2011,Unemployed,F,0
SB99002,Oregon,8319.123035,No,Basic,Bachelor,2/1/2011,Employed,F,49734
VW82067,Washington,5181.620895,Yes,Basic,Master,2/3/2011,Employed,F,97131
JG30837,Oregon,4163.79336,No,Basic,College,1/19/2011,Disabled,M,11689
AC22873,Arizona,4853.100287,No,Extended,High School or Below,2/3/2011,Medical Leave,F,17120
RO85831,Oregon,7531.697272,No,Basic,High School or Below,1/10/2011,Employed,M,82157
WT71621,Washington,3280.457296,No,Extended,Bachelor,2/2/2011,Employed,F,63297
OF24813,Washington,32961.15225,No,Basic,High School or Below,2/19/2011,Employed,F,66014
GH31557,California,2684.581561,No,Basic,High School or Below,1/25/2011,Employed,M,98121
WI89081,Washington,10392.96347,No,Extended,Bachelor,2/24/2011,Employed,M,93495
IO27771,Oregon,9036.657561,No,Premium,College,1/7/2011,Employed,F,89382
