CustomerID,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,TotalClaimAmount,VehicleClass,VehicleSize
UQ63396,Rural,Married,65,2,85,0,2,Personal Auto,,Offer1,Agent,48.828732,Four-Door Car,Medsize
BR23201,Urban,Married,71,23,84,0,1,Personal Auto,,Offer2,Branch,191.640085,Four-Door Car,Medsize
VH45094,Urban,Married,61,21,40,1,2,Personal Auto,,Offer2,Branch,202.847644,Four-Door Car,Large
KD47243,Urban,Single,100,11,89,2,2,Personal Auto,,Offer1,Agent,418.864555,SUV,Small
MY13737,Rural,Married,119,0,61,0,3,Corporate Auto,,Offer1,Branch,203.352239,SUV,Medsize
OR48881,Rural,Married,79,7,2,0,6,Corporate Auto,,Offer2,Call Center,4.61262,Four-Door Car,Medsize
OU62604,Suburban,Divorced,73,16,66,0,2,Personal Auto,,Offer1,Agent,525.6,Four-Door Car,Small
LW77178,Suburban,Married,98,16,82,0,2,Corporate Auto,,Offer1,Branch,470.4,Two-Door Car,Small
BQ12347,Suburban,Married,70,26,31,0,6,Special Auto,,Offer3,Branch,336,Four-Door Car,Small
FF61670,Suburban,Single,82,29,23,1,2,Personal Auto,,Offer3,Call Center,393.6,Four-Door Car,Large
PM61374,Suburban,Married,110,9,23,0,6,Personal Auto,,Offer1,Web,550.825934,Two-Door Car,Medsize
BW25236,Urban,Married,66,22,23,0,2,Personal Auto,,Offer2,Web,247.911872,Four-Door Car,Medsize
XO22038,Urban,Divorced,66,6,4,0,7,Corporate Auto,,Offer2,Web,261.930545,Two-Door Car,Medsize
QG51953,Suburban,Married,61,15,81,0,9,Personal Auto,,Offer1,Web,295.223164,Four-Door Car,Small
SZ56338,Suburban,Married,139,16,50,0,1,Personal Auto,,Offer1,Branch,667.2,SUV,Medsize
PX60116,Suburban,Married,112,21,98,0,7,Corporate Auto,,Offer1,Branch,537.6,Two-Door Car,Large
BW46202,Rural,Married,78,6,84,0,3,Personal Auto,,Offer1,Web,76.025368,Two-Door Car,Large
GW14109,Urban,Single,124,13,60,0,2,Special Auto,,Offer1,Agent,345.211703,SUV,Medsize
GP42026,Suburban,Married,117,17,41,1,9,Personal Auto,,Offer1,Web,561.6,Sports Car,Medsize
HR42454,Suburban,Married,110,14,72,1,2,Corporate Auto,,Offer3,Branch,528,Two-Door Car,Small
TL43709,Rural,Divorced,74,14,4,0,2,Personal Auto,,Offer1,Branch,136.829537,Four-Door Car,Large
OL36978,Rural,Married,68,22,6,1,9,Personal Auto,,Offer2,Call Center,5.674809,Two-Door Car,Medsize
KT40899,Rural,Married,78,10,20,0,2,Personal Auto,,Offer2,Agent,9.747443,Four-Door Car,Medsize
WE60408,Suburban,Married,109,33,20,2,1,Personal Auto,,Offer3,Branch,779.052276,SUV,Medsize
LG64797,Suburban,Married,222,21,58,0,4,Personal Auto,,Offer1,Branch,1253.984948,Luxury SUV,Medsize
MD87746,Urban,Single,64,10,61,0,2,Personal Auto,,Offer2,Agent,231.201886,Two-Door Car,Medsize
FN50615,Suburban,Single,101,25,97,0,3,Personal Auto,,Offer2,Agent,628.498605,Four-Door Car,Medsize
QF59448,Suburban,Married,77,26,87,0,1,Personal Auto,,Offer3,Agent,369.6,Four-Door Car,Medsize
MU79385,Urban,Married,130,10,38,2,4,Personal Auto,,Offer2,Web,623.505066,SUV,Medsize
JH30384,Suburban,Married,84,1,9,0,6,Personal Auto,,Offer1,Agent,451.670309,Two-Door Car,Small
JE71423,Suburban,Married,84,28,84,0,1,Personal Auto,,Offer3,Call Center,403.2,Four-Door Car,Medsize
SK95364,Suburban,Single,130,11,0,0,1,Personal Auto,,Offer3,Agent,936,SUV,Medsize
VG56765,Rural,Married,61,16,55,0,1,Personal Auto,,Offer2,Agent,114.273025,Two-Door Car,Medsize
NE24371,Suburban,Married,85,17,16,0,9,Personal Auto,,Offer3,Call Center,408,Four-Door Car,Small
MB69535,Suburban,Married,131,34,61,0,9,Corporate Auto,,Offer1,Agent,628.8,SUV,Medsize
ZF27999,Suburban,Divorced,139,3,51,0,1,Personal Auto,,Offer1,Agent,667.2,Sports Car,Medsize
MH40017,Suburban,Married,61,13,17,0,9,Personal Auto,,Offer2,Call Center,365.312072,Four-Door Car,Medsize
YJ99764,Suburban,Married,74,17,27,0,2,Personal Auto,,Offer2,Web,355.2,Four-Door Car,Medsize
AG22225,Suburban,Married,96,21,18,0,3,Personal Auto,,Offer2,Call Center,460.8,Four-Door Car,Small
ZJ26179,Suburban,Married,71,16,38,0,2,Personal Auto,,Offer2,Call Center,791.878042,Four-Door Car,Medsize
VO36036,Suburban,Single,90,25,89,0,1,Personal Auto,,Offer2,Branch,634.385937,Four-Door Car,Small
ZQ94281,Urban,Divorced,82,28,91,0,1,Personal Auto,,Offer2,Branch,277.795988,Two-Door Car,Medsize
CK40732,Suburban,Single,103,33,54,0,3,Special Auto,,Offer1,Agent,741.6,Four-Door Car,Medsize
UT73461,Rural,Married,111,11,5,0,1,Special Auto,,Offer2,Web,134.222332,SUV,Medsize
LT57320,Rural,Married,62,31,35,0,1,Personal Auto,,Offer3,Branch,15.616535,Four-Door Car,Medsize
BZ44726,Suburban,Married,70,14,27,3,2,Corporate Auto,,Offer3,Agent,336,Two-Door Car,Medsize
VU32116,Suburban,Single,103,11,92,0,1,Personal Auto,,Offer3,Branch,621.959357,SUV,Small
EG94326,Suburban,Married,107,23,9,0,1,Personal Auto,,Offer2,Call Center,513.6,SUV,Small
EJ43595,Suburban,Single,72,20,41,0,7,Corporate Auto,,Offer3,Web,779.629297,Four-Door Car,Medsize
QI37869,Urban,Married,107,8,90,2,3,Corporate Auto,,Offer1,Call Center,425.964628,Four-Door Car,Large
SX65826,Suburban,Married,99,27,59,0,2,Personal Auto,,Offer1,Agent,513.252488,Two-Door Car,Small
XO42145,Suburban,Single,103,6,20,0,1,Personal Auto,,Offer2,Web,674.973614,SUV,Medsize
WJ74851,Suburban,Married,72,22,82,0,3,Personal Auto,,Offer4,Agent,465.763576,Two-Door Car,Medsize
IG68709,Urban,Single,90,3,89,0,1,Personal Auto,,Offer1,Agent,351.286604,Four-Door Car,Medsize
AC75391,Suburban,Divorced,74,27,19,0,9,Corporate Auto,,Offer1,Branch,418.927204,Two-Door Car,Medsize
WO94087,Suburban,Married,87,17,33,0,3,Corporate Auto,,Offer4,Agent,417.6,Four-Door Car,Medsize
YJ69332,Suburban,Married,84,1,9,0,6,Personal Auto,,Offer1,Agent,451.670309,Two-Door Car,Small
BM21532,Suburban,Married,93,7,90,1,5,Personal Auto,,Offer1,Agent,446.4,Four-Door Car,Small
PD32641,Urban,Married,72,30,95,0,5,Personal Auto,,Offer1,Branch,293.86579,Four-Door Car,Medsize
CK39096,Suburban,Married,153,25,5,0,1,Personal Auto,,Offer2,Web,1027.000029,SUV,Medsize
QV19964,Urban,Married,66,10,48,1,1,Personal Auto,,Offer2,Web,192.213037,Four-Door Car,Medsize
BF72793,Suburban,Single,62,10,31,0,2,Personal Auto,,Offer2,Agent,446.4,Two-Door Car,Medsize
WB12017,Suburban,Divorced,66,4,2,0,2,Personal Auto,,Offer3,Agent,316.8,Two-Door Car,Medsize
PB43222,Suburban,Married,114,2,25,3,6,Personal Auto,,Offer1,Agent,547.2,Four-Door Car,Small
AY84441,Suburban,Single,114,3,93,0,1,Personal Auto,,Offer3,Call Center,820.8,SUV,Medsize
JQ65500,Suburban,Married,108,30,57,0,3,Corporate Auto,,Offer1,Web,518.4,Two-Door Car,Medsize
OI29521,Rural,Single,90,28,43,0,2,Corporate Auto,,Offer1,Agent,161.423101,Two-Door Car,Medsize
MJ51323,Suburban,Divorced,215,4,21,1,1,Personal Auto,,Offer1,Agent,1032,Luxury SUV,Medsize
QI64880,Suburban,Single,101,12,12,0,6,Corporate Auto,,Offer2,Branch,973.787176,SUV,Medsize
HV93429,Rural,Married,65,19,10,0,3,Personal Auto,,Offer2,Call Center,81.452537,Four-Door Car,Large
TA89713,Rural,Married,136,35,93,0,1,Personal Auto,,Offer2,Agent,57.712985,Sports Car,Medsize
IE15348,Urban,Married,102,33,91,0,1,Personal Auto,,Offer3,Agent,371.802628,SUV,Medsize
LE65901,Rural,Married,112,31,66,1,1,Personal Auto,,Offer1,Call Center,103.022126,SUV,Medsize
FF68864,Rural,Married,71,28,67,0,2,Personal Auto,,Offer2,Web,101.353875,Four-Door Car,Medsize
YX99200,Urban,Married,103,13,46,0,2,Personal Auto,,Offer3,Branch,294.058449,Two-Door Car,Medsize
LZ26801,Rural,Married,102,2,71,1,6,Personal Auto,,Offer3,Call Center,204.74051,SUV,Medsize
TA66375,Suburban,Single,283,16,43,0,1,Corporate Auto,,Offer2,Agent,1358.4,Luxury Car,Medsize
SC92090,Suburban,Married,74,22,94,3,2,Personal Auto,,Offer2,Agent,355.2,Four-Door Car,Large
TK40018,Suburban,Single,169,31,77,0,1,Personal Auto,,Offer4,Agent,1207.084251,SUV,Medsize
ZD63451,Rural,Married,63,24,35,1,1,Personal Auto,,Offer4,Agent,35.45384,Four-Door Car,Medsize
ZA83961,Suburban,Single,80,0,13,1,2,Corporate Auto,,Offer1,Call Center,384,Four-Door Car,Medsize
DT35588,Suburban,Married,107,9,18,0,1,Personal Auto,,Offer2,Branch,513.6,Four-Door Car,Medsize
VF87723,Suburban,Married,89,6,67,0,2,Personal Auto,,Offer2,Branch,441.757585,Four-Door Car,Medsize
QP69826,Suburban,Married,102,28,11,0,1,Corporate Auto,,Offer2,Agent,660.430456,SUV,Medsize
UW37050,Urban,Married,248,8,74,0,8,Personal Auto,,Offer2,Web,632.944366,Luxury SUV,Medsize
UH62254,Suburban,Married,65,9,31,0,2,Personal Auto,,Offer2,Agent,312,Two-Door Car,Medsize
BU41599,Urban,Divorced,70,29,80,0,3,Personal Auto,,Offer2,Call Center,239.328571,Two-Door Car,Medsize
DB71122,Urban,Married,90,2,71,0,1,Personal Auto,,Offer3,Agent,372.652536,Four-Door Car,Medsize
TM14491,Suburban,Single,104,17,61,0,2,Personal Auto,,Offer1,Call Center,499.2,SUV,Medsize
OY94707,Suburban,Married,97,19,94,5,1,Special Auto,,Offer1,Agent,647.039443,Four-Door Car,Small
LN55080,Rural,Married,74,2,43,1,2,Special Auto,,Offer1,Call Center,68.647736,Two-Door Car,Medsize
TZ47750,Suburban,Divorced,74,3,63,0,2,Personal Auto,,Offer1,Call Center,523.888845,Four-Door Car,Small
SJ74501,Urban,Married,73,12,14,0,6,Personal Auto,,Offer3,Agent,234.234301,Two-Door Car,Medsize
LE26899,Urban,Married,63,8,27,0,9,Personal Auto,,Offer3,Branch,272.843439,Four-Door Car,Medsize
ML34366,Rural,Married,136,35,93,0,1,Personal Auto,,Offer2,Agent,57.712985,Sports Car,Medsize
EI45850,Suburban,Married,72,18,30,3,2,Personal Auto,,Offer4,Branch,430.818992,Four-Door Car,Small
LD75023,Suburban,Divorced,223,28,26,0,2,Personal Auto,,Offer1,Web,1605.6,Luxury SUV,Medsize
JW12998,Suburban,Married,126,16,97,0,2,Personal Auto,,Offer2,Branch,604.8,Sports Car,Medsize
LP47259,Suburban,Single,121,11,92,0,5,Corporate Auto,,Offer2,Branch,871.2,Sports Car,Medsize
XD21246,Suburban,Single,128,30,26,0,5,Personal Auto,,Offer1,Agent,921.6,SUV,Medsize
DW59142,Rural,Single,64,1,64,0,2,Corporate Auto,,Offer2,Web,9.163065,Two-Door Car,Medsize
KX54900,Urban,Single,78,9,67,0,3,Special Auto,,Offer2,Call Center,223.950089,Four-Door Car,Medsize
XV83643,Suburban,Married,129,20,86,1,1,Personal Auto,,Offer1,Agent,735.683769,Sports Car,Large
RX19151,Urban,Married,111,0,49,5,6,Personal Auto,,Offer2,Agent,314.880326,SUV,Medsize
ZH42145,Suburban,Married,65,0,45,0,1,Corporate Auto,,Offer2,Web,323.485239,Four-Door Car,Small
ET79528,Rural,Married,79,29,49,1,1,Personal Auto,,Offer2,Call Center,80.663097,Four-Door Car,Medsize
GH36606,Suburban,Single,82,12,67,0,1,Personal Auto,,Offer3,Agent,590.4,Four-Door Car,Medsize
BC66536,Suburban,Married,85,5,65,0,4,Corporate Auto,,Offer2,Web,408,Four-Door Car,Medsize
PN22481,Suburban,Single,66,21,67,0,1,Corporate Auto,,Offer1,Agent,316.8,Two-Door Car,Medsize
VD27065,Suburban,Married,107,13,29,0,1,Personal Auto,,Offer2,Call Center,513.6,Four-Door Car,Small
IF38438,Rural,Married,79,14,51,2,2,Personal Auto,,Offer1,Call Center,81.166323,Two-Door Car,Medsize
ZC62609,Suburban,Single,77,35,38,0,1,Personal Auto,,Offer1,Branch,554.4,Four-Door Car,Small
FD64348,Rural,Married,65,18,7,3,2,Personal Auto,,Offer4,Branch,1.687291,Two-Door Car,Large
TA58285,Suburban,Married,73,1,44,0,4,Personal Auto,,Offer2,Branch,392.951076,Two-Door Car,Small
WV66165,Rural,Single,111,27,38,0,2,Personal Auto,,Offer2,Branch,278.284943,SUV,Small
YE27183,Suburban,Single,91,13,89,0,4,Corporate Auto,,Offer3,Call Center,436.8,Four-Door Car,Medsize
TI47802,Suburban,Married,69,29,35,0,1,Personal Auto,,Offer4,Branch,331.2,Two-Door Car,Medsize
ZZ44902,Suburban,Married,108,6,55,0,2,Personal Auto,,Offer3,Agent,750.082794,Two-Door Car,Small
JD73594,Suburban,Divorced,87,22,66,2,1,Personal Auto,,Offer3,Agent,417.6,Four-Door Car,Large
ZV93969,Suburban,Single,136,5,46,0,1,Corporate Auto,,Offer1,Call Center,652.8,SUV,Medsize
JS55721,Suburban,Divorced,65,32,62,0,1,Personal Auto,,Offer1,Call Center,312,Four-Door Car,Medsize
ZB62469,Suburban,Single,67,33,75,2,1,Corporate Auto,,Offer2,Call Center,482.4,Two-Door Car,Medsize
HZ74609,Suburban,Married,72,4,72,0,7,Personal Auto,,Offer3,Branch,345.6,Four-Door Car,Large
TJ76363,Rural,Married,133,14,97,1,3,Corporate Auto,,Offer2,Agent,229.930796,SUV,Medsize
QZ58370,Urban,Married,98,5,20,0,2,Personal Auto,,Offer4,Branch,371.108203,Four-Door Car,Medsize
RF44930,Rural,Married,62,21,3,0,4,Personal Auto,,Offer2,Agent,117.998498,Four-Door Car,Medsize
VJ44100,Urban,Married,113,29,67,0,5,Personal Auto,,Offer2,Call Center,434.09776,Sports Car,Small
PM13394,Urban,Married,70,0,62,1,4,Personal Auto,,Offer1,Agent,211.136067,Four-Door Car,Medsize
NL80137,Urban,Married,90,27,9,0,1,Personal Auto,,Offer1,Agent,290.432527,Four-Door Car,Medsize
NZ57065,Urban,Married,73,10,11,0,1,Personal Auto,,Offer2,Agent,283.966321,Four-Door Car,Medsize
NM42917,Rural,Married,127,32,26,2,6,Personal Auto,,Offer3,Agent,227.916076,SUV,Small
RR68322,Rural,Married,86,11,59,0,1,Personal Auto,,Offer2,Call Center,134.430084,Four-Door Car,Medsize
OF78862,Suburban,Married,99,13,53,0,1,Personal Auto,,Offer1,Agent,525.515271,Four-Door Car,Medsize
SC93784,Rural,Married,69,8,77,0,3,Personal Auto,,Offer1,Call Center,144.439335,Four-Door Car,Medsize
CM59084,Suburban,Single,101,7,54,0,1,Corporate Auto,,Offer1,Agent,694.598288,SUV,Medsize
QA41558,Urban,Married,67,29,27,0,6,Personal Auto,,Offer2,Branch,172.518524,Two-Door Car,Medsize
SD62061,Suburban,Married,73,2,35,0,8,Personal Auto,,Offer4,Web,350.4,Four-Door Car,Large
VP13613,Urban,Married,99,16,79,0,1,Personal Auto,,Offer2,Branch,300.703109,Four-Door Car,Large
HF96939,Suburban,Divorced,81,0,54,0,1,Personal Auto,,Offer2,Agent,388.8,Four-Door Car,Small
DU18362,Suburban,Single,108,7,55,0,1,Corporate Auto,,Offer1,Agent,777.6,Two-Door Car,Medsize
RK24470,Urban,Divorced,67,2,43,3,5,Corporate Auto,,Offer1,Branch,262.047663,Two-Door Car,Medsize
XQ19793,Suburban,Divorced,133,35,90,0,1,Personal Auto,,Offer2,Agent,638.4,SUV,Medsize
OB77084,Suburban,Married,61,2,34,1,1,Personal Auto,,Offer1,Call Center,292.8,Two-Door Car,Medsize
PS69748,Suburban,Married,74,22,94,3,2,Personal Auto,,Offer2,Agent,355.2,Four-Door Car,Large
JE13986,Suburban,Married,86,30,47,0,2,Personal Auto,,Offer2,Branch,412.8,Four-Door Car,Medsize
TP41703,Suburban,Single,69,17,10,0,2,Personal Auto,,Offer4,Call Center,496.8,Two-Door Car,Medsize
LD49835,Suburban,Married,107,7,62,0,1,Personal Auto,,Offer4,Agent,513.6,SUV,Medsize
EK19337,Suburban,Single,83,30,44,0,1,Personal Auto,,Offer1,Agent,989.105367,Four-Door Car,Small
GD55093,Suburban,Divorced,239,19,59,0,7,Personal Auto,,Offer2,Agent,1294.700423,Luxury SUV,Medsize
NN68193,Suburban,Married,135,7,19,0,1,Personal Auto,,Offer3,Agent,972,SUV,Medsize
TJ30354,Suburban,Married,67,19,43,0,8,Personal Auto,,Offer2,Agent,321.6,Four-Door Car,Medsize
TA75663,Rural,Married,101,7,32,3,3,Personal Auto,,Offer1,Web,253.364333,SUV,Large
WG15841,Suburban,Married,71,4,41,0,1,Personal Auto,,Offer2,Agent,340.8,Two-Door Car,Medsize
LO68739,Urban,Married,96,24,11,0,8,Personal Auto,,Offer3,Call Center,266.949266,Four-Door Car,Medsize
HM20544,Suburban,Single,61,31,15,0,1,Personal Auto,,Offer1,Web,479.097472,Four-Door Car,Medsize
EG56026,Suburban,Married,81,8,12,2,1,Personal Auto,,Offer3,Agent,494.847804,Two-Door Car,Medsize
VF21395,Suburban,Married,66,8,93,0,1,Personal Auto,,Offer2,Web,316.8,Two-Door Car,Medsize
SI11249,Suburban,Single,65,30,56,0,4,Personal Auto,,Offer1,Branch,312,Four-Door Car,Small
IK99137,Suburban,Divorced,79,5,62,0,7,Special Auto,,Offer2,Web,379.2,Four-Door Car,Small
VO87785,Suburban,Divorced,63,13,17,0,3,Personal Auto,,Offer2,Call Center,378.695238,Two-Door Car,Medsize
FS29897,Suburban,Single,61,34,35,1,1,Personal Auto,,Offer2,Agent,292.8,Four-Door Car,Medsize
JG36165,Suburban,Single,83,12,21,0,5,Personal Auto,,Offer4,Web,904.385726,Two-Door Car,Medsize
SJ42058,Rural,Married,84,18,18,0,1,Personal Auto,,Offer3,Agent,93.623377,Four-Door Car,Medsize
CU13711,Urban,Single,67,19,78,0,2,Personal Auto,,Offer1,Agent,308.631159,Four-Door Car,Medsize
GT65065,Urban,Single,112,1,8,0,3,Personal Auto,,Offer4,Branch,396.17554,Sports Car,Medsize
UN39066,Suburban,Married,112,7,96,0,1,Personal Auto,,Offer2,Agent,537.6,SUV,Large
UQ85283,Rural,Single,115,1,30,0,2,Personal Auto,,Offer3,Agent,251.429988,Sports Car,Medsize
YF80144,Suburban,Married,273,1,64,0,9,Personal Auto,,Offer3,Branch,1965.6,Luxury SUV,Small
GE29173,Suburban,Single,128,4,24,0,6,Corporate Auto,,Offer1,Branch,1448.994134,SUV,Medsize
DF21541,Suburban,Divorced,71,21,67,0,1,Personal Auto,,Offer1,Call Center,340.8,Four-Door Car,Medsize
JL59571,Urban,Single,63,9,92,0,5,Corporate Auto,,Offer2,Branch,208.659743,Two-Door Car,Medsize
DF94525,Suburban,Single,68,24,37,0,9,Personal Auto,,Offer1,Branch,396.284835,Four-Door Car,Medsize
YO58424,Suburban,Married,66,13,59,0,1,Corporate Auto,,Offer2,Web,316.8,Four-Door Car,Medsize
MP76478,Urban,Married,108,3,44,0,3,Corporate Auto,,Offer2,Branch,369.818708,SUV,Large
HO92982,Suburban,Married,71,34,47,2,2,Personal Auto,,Offer2,Call Center,458.568921,Two-Door Car,Small
MZ24175,Suburban,Divorced,79,14,28,0,1,Personal Auto,,Offer1,Branch,379.2,Four-Door Car,Medsize
YD48962,Suburban,Divorced,107,0,62,0,2,Personal Auto,,Offer3,Agent,513.6,SUV,Medsize
QB47024,Suburban,Divorced,78,5,38,5,8,Personal Auto,,Offer1,Call Center,414.519064,Four-Door Car,Medsize
MF18493,Suburban,Divorced,73,9,94,0,2,Personal Auto,,Offer1,Agent,350.4,Two-Door Car,Medsize
EP61084,Rural,Married,80,28,78,0,1,Personal Auto,,Offer3,Call Center,87.861666,Four-Door Car,Medsize
EN38348,Rural,Married,96,27,94,0,2,Personal Auto,,Offer1,Agent,192.144838,Four-Door Car,Large
HJ15383,Rural,Married,68,4,75,0,2,Personal Auto,,Offer3,Call Center,160.07526,Four-Door Car,Medsize
LS98306,Suburban,Divorced,117,24,32,0,2,Special Auto,,Offer1,Agent,561.6,Four-Door Car,Medsize
PZ47477,Suburban,Married,76,11,41,0,2,Personal Auto,,Offer2,Call Center,416.365369,Two-Door Car,Medsize
LT32391,Urban,Married,62,0,59,0,2,Personal Auto,,Offer1,Agent,257.248789,Two-Door Car,Medsize
KK30016,Suburban,Divorced,69,3,29,0,9,Personal Auto,,Offer3,Call Center,331.2,Four-Door Car,Medsize
OA89218,Suburban,Divorced,151,11,42,0,4,Personal Auto,,Offer2,Agent,826.658992,Sports Car,Medsize
CY47265,Suburban,Married,78,10,63,0,1,Personal Auto,,Offer2,Agent,486.278557,Four-Door Car,Large
ZI47663,Urban,Married,106,34,36,1,2,Personal Auto,,Offer1,Branch,419.365958,SUV,Medsize
GO14008,Suburban,Divorced,67,14,51,0,3,Personal Auto,,Offer2,Agent,321.6,Four-Door Car,Medsize
BC43958,Suburban,Married,61,6,48,0,2,Corporate Auto,,Offer2,Agent,386.031248,Four-Door Car,Small
AI61368,Suburban,Single,95,19,48,0,2,Personal Auto,,Offer1,Web,456,Four-Door Car,Small
UF37831,Urban,Divorced,213,29,62,0,5,Personal Auto,,Offer1,Call Center,731.559007,Luxury SUV,Medsize
PO90615,Suburban,Divorced,65,23,27,0,1,Personal Auto,,Offer1,Agent,329.206567,Four-Door Car,Medsize
GY74661,Rural,Divorced,105,6,31,1,1,Personal Auto,,Offer4,Agent,126.779673,SUV,Large
MX50302,Urban,Divorced,66,7,56,0,1,Special Auto,,Offer1,Agent,225.578841,Two-Door Car,Medsize
TC84427,Urban,Single,66,7,41,2,9,Personal Auto,,Offer1,Call Center,294.284951,Four-Door Car,Medsize
IQ82914,Rural,Divorced,62,10,31,0,5,Personal Auto,,Offer2,Branch,72.665253,Two-Door Car,Small
TY74870,Rural,Divorced,66,34,38,0,1,Corporate Auto,,Offer1,Branch,8.737111,Four-Door Car,Medsize
II83628,Suburban,Single,64,9,28,1,2,Personal Auto,,Offer2,Branch,394.582401,Four-Door Car,Medsize
ZR77995,Rural,Married,95,18,21,0,1,Personal Auto,,Offer2,Web,97.176153,Four-Door Car,Medsize
QT89604,Rural,Married,61,13,55,0,6,Personal Auto,,Offer1,Agent,151.13336,Four-Door Car,Medsize
AB21519,Urban,Married,95,3,54,0,1,Personal Auto,,Offer2,Branch,281.110788,Four-Door Car,Medsize
MP47256,Suburban,Married,67,19,50,0,2,Personal Auto,,Offer1,Branch,404.817249,Four-Door Car,Medsize
MA47641,Suburban,Divorced,101,3,43,1,2,Personal Auto,,Offer1,Branch,523.815839,SUV,Medsize
GQ20713,Suburban,Divorced,66,31,69,4,6,Personal Auto,,Offer2,Call Center,316.8,Four-Door Car,Medsize
WW87934,Suburban,Married,73,4,47,0,2,Personal Auto,,Offer2,Call Center,424.330166,Four-Door Car,Medsize
HF75276,Suburban,Divorced,93,15,31,3,1,Personal Auto,,Offer1,Branch,446.4,Four-Door Car,Large
ET64028,Suburban,Married,99,8,79,0,1,Personal Auto,,Offer1,Agent,475.2,Two-Door Car,Large
QA41472,Urban,Married,113,27,29,0,2,Personal Auto,,Offer3,Branch,389.673944,SUV,Medsize
OZ92426,Urban,Single,62,17,75,0,1,Corporate Auto,,Offer4,Branch,199.37361,Four-Door Car,Medsize
UM69933,Suburban,Married,63,16,34,0,1,Personal Auto,,Offer3,Branch,302.4,Two-Door Car,Large
RQ11502,Suburban,Married,128,8,39,0,1,Corporate Auto,,Offer1,Agent,614.4,SUV,Small
TX98128,Suburban,Single,74,4,12,4,2,Personal Auto,,Offer1,Agent,580.886785,Four-Door Car,Large
XY52165,Suburban,Married,74,7,50,0,1,Personal Auto,,Offer1,Branch,355.2,Two-Door Car,Medsize
GB39003,Suburban,Single,90,4,63,0,7,Personal Auto,,Offer1,Agent,432,Two-Door Car,Medsize
VH43367,Suburban,Married,63,14,56,2,1,Special Auto,,Offer1,Agent,302.4,Four-Door Car,Medsize
KG81168,Rural,Married,71,28,3,0,1,Personal Auto,,Offer3,Agent,73.995096,Four-Door Car,Medsize
WU14549,Suburban,Married,108,2,83,0,1,Personal Auto,,Offer1,Branch,535.926948,Two-Door Car,Medsize
XB17553,Rural,Married,104,14,13,1,2,Personal Auto,,Offer1,Agent,88.173438,Sports Car,Small
MY88518,Suburban,Married,92,24,95,4,1,Personal Auto,,Offer1,Branch,441.6,Two-Door Car,Medsize
XE18554,Suburban,Married,92,4,37,1,2,Personal Auto,,Offer1,Agent,441.6,Four-Door Car,Medsize
NY97446,Urban,Married,68,1,44,0,1,Corporate Auto,,Offer2,Branch,293.205349,Four-Door Car,Medsize
VT96364,Rural,Single,119,27,37,2,6,Personal Auto,,Offer1,Agent,222.582872,Four-Door Car,Small
ZY20779,Suburban,Single,71,17,57,0,5,Personal Auto,,Offer2,Agent,340.8,Two-Door Car,Medsize
NN65845,Suburban,Married,68,11,46,2,1,Personal Auto,,Offer4,Branch,326.4,Four-Door Car,Large
VC54081,Rural,Married,63,11,20,0,2,Special Auto,,Offer1,Branch,117.744416,Four-Door Car,Medsize
CE94751,Suburban,Single,70,5,33,1,7,Personal Auto,,Offer1,Branch,524.836298,Two-Door Car,Medsize
VM85856,Rural,Single,65,23,73,0,1,Personal Auto,,Offer2,Web,42.689135,Four-Door Car,Medsize
EH37385,Suburban,Married,109,5,75,0,4,Personal Auto,,Offer1,Call Center,523.2,Sports Car,Medsize
FI45719,Urban,Married,63,13,14,0,1,Personal Auto,,Offer3,Agent,174.086385,Four-Door Car,Medsize
SB79528,Suburban,Single,73,24,15,0,1,Corporate Auto,,Offer2,Branch,350.4,Two-Door Car,Medsize
WH81461,Suburban,Single,111,7,25,0,3,Personal Auto,,Offer3,Branch,1186.972445,SUV,Medsize
UD47050,Suburban,Single,76,17,72,0,8,Corporate Auto,,Offer1,Agent,364.8,Four-Door Car,Medsize
XZ17273,Rural,Married,74,23,22,0,2,Corporate Auto,,Offer2,Web,84.494022,Four-Door Car,Medsize
XR97812,Suburban,Single,69,1,56,0,1,Personal Auto,,Offer1,Agent,331.2,Four-Door Car,Medsize
BW88060,Suburban,Married,112,25,12,0,8,Personal Auto,,Offer1,Call Center,806.4,SUV,Medsize
CP32818,Rural,Single,117,12,58,0,1,Personal Auto,,Offer2,Agent,46.104534,Sports Car,Small
CM52565,Suburban,Single,83,4,3,0,3,Corporate Auto,,Offer2,Call Center,597.6,Four-Door Car,Medsize
YP40334,Rural,Single,145,29,70,0,1,Personal Auto,,Offer2,Web,358.765757,SUV,Medsize
KD63998,Suburban,Single,69,12,89,0,1,Personal Auto,,Offer2,Call Center,331.2,Four-Door Car,Small
VC77127,Suburban,Single,70,25,21,0,6,Personal Auto,,Offer4,Call Center,837.438442,Four-Door Car,Medsize
AM30008,Suburban,Single,185,29,26,0,3,Personal Auto,,Offer4,Web,888,Luxury Car,Medsize
PC83755,Rural,Married,61,16,55,0,1,Personal Auto,,Offer2,Agent,114.273025,Two-Door Car,Medsize
XS22323,Suburban,Single,76,17,72,0,8,Personal Auto,,Offer1,Agent,364.8,Four-Door Car,Medsize
